Farmácia,Status,Total Unidades Vendidas,Frequencia_Vendas,EAN_ou_SKU,Nome_do_Produto,Preco_Tabela,Preco_Cartao_Valor,Desconto_Cartao,Preco_Pix_Valor,Desconto_Pix
SãoJoão,Disponível,492.0,14,7897337713399.0,Perola 75mcg 28 Comprimidos,"129,56","106,19",-18.0%,"106,19",-18.0%
SãoJoão,Disponível,491.0,14,7898029550216.0,Aldomet 500mg 30 Comprimidos Revestidos,"80,38","67,99",-15.4%,"67,99",-15.4%
SãoJoão,Disponível,489.0,15,7896658027703.0,Histamin 2mg 20 Comprimidos,"65,89","55,99",-15.0%,"55,99",-15.0%
SãoJoão,Disponível,489.0,14,7891317022044.0,Permese 1ml Injeção + Seringa Momenta,"29,78","27,39",-8.0%,"27,39",-8.0%
SãoJoão,Disponível,488.0,15,7896269900631.0,Pomada Dermatológica Psorex 30g GSK,"50,72","50,72",-,"50,72",-
SãoJoão,Disponível,487.0,14,7899547528459.0,Levofloxacino 500mg 10 Comprimidos Revestidos Genérico Prati-Donaduzzi,"97,19","46,09",-52.6%,"46,09",-52.6%
SãoJoão,Disponível,485.0,15,7898158691187.0,Doriless 500mg/5mg/10mg 12 Comprimidos,"18,54","17,09",-7.8%,"17,09",-7.8%
SãoJoão,Indisponível,485.0,15,0.0,Bismu-Jet Gotas Legrand 20ml,0,0,0,0,0
SãoJoão,Indisponível,483.0,13,0.0,Tratamento da candidíase Gino-Canesten® Comprimido Vaginal - 1 dia,0,0,0,0,0
SãoJoão,Disponível,483.0,15,7896637023115.0,Meclin 25mg 15 Comprimidos,"29,28","26,89",-8.2%,"26,89",-8.2%
SãoJoão,Disponível,482.0,15,7896094927797.0,Naturetti 16 Comprimidos Hypera Pharma,"28,64","28,64",-,"28,64",-
SãoJoão,Disponível,482.0,15,7891317010386.0,Ventus Spray 120 Doses Eurofarma,"70,24","61,09",-13.0%,"61,09",-13.0%
SãoJoão,Disponível,482.0,16,7891058002688.0,Trimetazidina 35mg 30 Comprimidos Revisado Genérico Medley,"65,40","65,40",-,"65,40",-
SãoJoão,Disponível,481.0,15,7891106908184.0,"Xarelto 2,5mg 30 Comprimidos Revestidos Bayer","209,26","209,26",-,"209,26",-
SãoJoão,Disponível,481.0,13,7896015521622.0,Eno Abacaxi Pó Efervescente 100g,"30,36","22,99",-24.3%,"22,99",-24.3%
SãoJoão,Disponível,481.0,16,5702150142368.0,Ebix 20mg 30 Comprimidos Lundbeck (C1),"408,62","408,62",-,"408,62",-
SãoJoão,Disponível,481.0,15,7896112121145.0,Tramadol 50mg 10 Cápsulas Genérico Teuto (A2),"37,51","19,90",-46.9%,"19,90",-46.9%
SãoJoão,Disponível,481.0,14,7896641806414.0,Siilif 100Mg 60 Comprimidos Revestidos Takeda,"195,13","156,10",-20.0%,"156,10",-20.0%
SãoJoão,Disponível,481.0,16,7896112427797.0,Aradois HCT 100+25mg 60 Comprimidos Revestidos Biolab,"214,75","171,80",-20.0%,"171,80",-20.0%
SãoJoão,Disponível,480.0,15,7896004709956.0,"Enalapril + Hidroclorotiazida Genérico EMS 20mg + 12,5mg 30 Comprimidos","99,78","99,78",-,"99,78",-
SãoJoão,Disponível,479.0,14,7898040320973.0,Xarope Abrilar 100ml FQM,"49,17","44,99",-8.5%,"44,99",-8.5%
SãoJoão,Disponível,477.0,27,7896083400935.0,Rinosoro SIC Spray Nasal 50ml,"64,40","51,52",-20.0%,"51,52",-20.0%
SãoJoão,Disponível,476.0,14,7896658039546.0,Algilive 160mg 10 Cápsulas Biosintética,"45,27","45,27",-,"45,27",-
SãoJoão,Disponível,476.0,17,7897595635181.0,Foraseq 12mcg+200mcg 120 Cápsulas com Inalador Sandoz,"180,92","180,92",-,"180,92",-
SãoJoão,Disponível,475.0,16,7891317034191.0,"Atrace 37,5 + 325mg 30 Comprimidos Revestidos Momenta (A2)","92,83","77,79",-16.2%,"77,79",-16.2%
SãoJoão,Disponível,473.0,15,7891317007614.0,Iban 150mg 1 Comprimido Revestido Eurofarma,"59,76","49,99",-16.3%,"49,99",-16.3%
SãoJoão,Disponível,472.0,14,7893595770457.0,Floral Therapi Preocupa Não 30ml,"36,90","36,90",-,"36,90",-
SãoJoão,Disponível,472.0,16,7891045008433.0,"Nordette 0,15mg/0,03mg 21 Drágeas","13,59","13,59",-,"13,59",-
SãoJoão,Disponível,472.0,14,7896094209275.0,Quenzor 50 mg 30 Cápsulas de Liberação Prolongada Libbs,"43,53","36,29",-16.6%,"36,29",-16.6%
SãoJoão,Disponível,472.0,15,7896094928046.0,Aas Protect 100Mg 30 Comprimidos Revestidos Medley,"22,99","20,99",-8.7%,"20,99",-8.7%
SãoJoão,Disponível,471.0,15,7891106915595.0,Firialta 10mg Caixa 28 Comprimidos Revestidos,"214,81","171,85",-20.0%,"171,85",-20.0%
SãoJoão,Disponível,470.0,14,7898962943144.0,Luftal Infantil 30ml Reckitt,"69,15","55,30",-20.0%,"55,30",-20.0%
SãoJoão,Disponível,469.0,16,7896523201542.0,Metoprolol 100mg 30 Comprimidos Revestidos Genérico Accord,"85,49","49,90",-41.6%,"49,90",-41.6%
SãoJoão,Disponível,468.0,14,7896422525541.0,Eficientus 10mg 30 Comprimidos Revestidos Medley (C1),"99,85","99,85",-,"99,85",-
SãoJoão,Disponível,468.0,14,7896004726908.0,Ciclobenzaprina 10mg 10 Comprimidos Genérico EMS,"15,08","15,08",-,"15,08",-
SãoJoão,Disponível,468.0,13,7897917000178.0,Deltametrina SH Deltapil Belfar 100ml,"26,12","26,12",-,"26,12",-
SãoJoão,Disponível,467.0,15,7896658030284.0,Montelair 4mg 60 Comprimidos Mast Aché,"124,93","103,59",-17.1%,"103,59",-17.1%
SãoJoão,Disponível,467.0,15,7896004725833.0,Hidroquinona 40mg/g 30g Gel Genérico Germed,"57,12","50,39",-11.8%,"50,39",-11.8%
SãoJoão,Disponível,467.0,16,7898430193477.0,"Nasoar Granulado para Solução Nasal 30 Envelopes de 2,160g + Frasco Aplicador 240ml","54,99","38,49",-30.0%,"38,49",-30.0%
SãoJoão,Disponível,467.0,15,7891268101812.0,Zoltec Wyeth 150mg 2 Cápsulas,"216,93","216,93",-,"216,93",-
SãoJoão,Disponível,466.0,15,7894916503792.0,"Micropil Sigma Pharma 0,075mg + 0,030mg 21 Comprimidos Revestidos","31,08","27,59",-11.2%,"27,59",-11.2%
SãoJoão,Disponível,466.0,14,7896658016691.0,Bravan 320mg 30 Comprimidos Revestidos Aché,"63,04","63,04",-,"63,04",-
SãoJoão,Indisponível,466.0,15,0.0,Riopan Plus Gel 240ml,0,0,0,0,0
SãoJoão,Disponível,466.0,16,7908020506997.0,Xarope Benatux 120ml Cifarma,"21,52","21,52",-,"21,52",-
SãoJoão,Disponível,466.0,17,5060632508478.0,Systen 25mcg/dia 8 Adesivos Theramex,"131,44","106,29",-19.1%,"106,29",-19.1%
SãoJoão,Indisponível,465.0,17,0.0,FLEDOID 300 40G GEL DIVCOM,0,0,0,0,0
SãoJoão,Disponível,465.0,14,7896269900372.0,Betnovate Pomada GSK 30g,"59,59","59,59",-,"59,59",-
SãoJoão,Disponível,465.0,15,7896094931664.0,Engov After Pink Lemonade 250ml Hypera Pharma,"14,99","11,99",-20.0%,"11,99",-20.0%
SãoJoão,Disponível,464.0,15,7896094210172.0,Plenance 5mg 90 Comprimidos Revestidos Libbs,"101,57","82,79",-18.5%,"82,79",-18.5%
SãoJoão,Disponível,464.0,13,7897411611030.0,Benicar Anlo 40+10mg 30 Comprimidos Revestidos Sankyo,"102,63","82,10",-20.0%,"82,10",-20.0%
SãoJoão,Disponível,464.0,13,7896641816758.0,Juneve 30mg 28 Cápsulas Takeda (A3),"371,08","296,86",-20.0%,"296,86",-20.0%
SãoJoão,Disponível,464.0,13,7896004780511.0,Rivaroxabana 20mg 30 Comprimidos Revestidos Genérico EMS,"256,86","49,90",-80.6%,"49,90",-80.6%
SãoJoão,Disponível,463.0,15,7896317909760.0,Climatrix 100Mg 30 Comprimidos Revestidos Myralis,"147,71","147,71",-,"147,71",-
SãoJoão,Disponível,463.0,15,7891721012884.0,Clinfár 20mg 30 Comprimidos Revestidos Merck,"57,25","57,25",-,"57,25",-
SãoJoão,Disponível,463.0,14,7891317013592.0,Venlaxin XR 150mg 60 Cápsulas Eurofarma (C1),"225,74","225,74",-,"225,74",-
SãoJoão,Disponível,463.0,15,7899551309266.0,Agud 500mg + 30mg 24 Comprimidos Biolab (A2),"65,92","65,92",-,"65,92",-
SãoJoão,Disponível,463.0,13,7898906376397.0,Trifamox BD 200/50mg 30ml Bago,"125,48","125,48",-,"125,48",-
SãoJoão,Disponível,463.0,13,7896422514460.0,Alenthus XR 150mg 30 Cápsulas,"145,47","116,38",-20.0%,"116,38",-20.0%
SãoJoão,Disponível,462.0,16,7898216367658.0,Lisvenx 30mg 30 Cápsulas Torrent (A3),"389,11","389,11",-,"389,11",-
SãoJoão,Disponível,462.0,13,7898968453104.0,"Atensina 0,150mg 30 Comprimidos","13,17","12,29",-6.7%,"12,29",-6.7%
SãoJoão,Disponível,461.0,14,7898569765521.0,Prednisolona 40mg 10 Comprimidos Revestidos Genérico Althaia,"53,71","46,59",-13.3%,"46,59",-13.3%
SãoJoão,Disponível,461.0,15,8903855078632.0,Toarip 15mg 30 Comprimidos Torrent (C1),"346,54","346,54",-,"346,54",-
SãoJoão,Disponível,461.0,14,7897917001342.0,Fenergan Creme Dermatológico 30g,"24,90","24,90",-,"24,90",-
SãoJoão,Disponível,460.0,15,7897595634894.0,Razapina 45mg 30 Comprimidos Revestidos Moksha8 (C1),"262,40","209,92",-20.0%,"209,92",-20.0%
SãoJoão,Disponível,460.0,16,7899095245686.0,"Colchicina 0,5mg Genérico Geolab 30 Comprimidos","54,37","38,99",-28.3%,"38,99",-28.3%
SãoJoão,Disponível,460.0,12,7896714292304.0,"Extrato Cannabis Sativa 79,14mg 30ml Mantecorp (B1)","917,62","917,62",-,"917,62",-
SãoJoão,Indisponível,459.0,15,0.0,Clenil HFA 250mcg Jet 200 Doses Chiesi,0,0,0,0,0
SãoJoão,Disponível,458.0,14,7500435199070.0,Vick Babyrub 50g,"84,99","76,49",-10.0%,"76,49",-10.0%
SãoJoão,Disponível,458.0,14,7896523227511.0,"Carvedilol 6,25mg 30 Comprimidos Genérico Cimed","31,24","9,99",-68.0%,"9,99",-68.0%
SãoJoão,Disponível,458.0,16,7896523201764.0,Sertralina 100mg 30 Comprimidos Revestidos Genérico Cimed,"193,45","25,49",-86.8%,"25,49",-86.8%
SãoJoão,Indisponível,458.0,17,0.0,Floripa 8ml,0,0,0,0,0
SãoJoão,Disponível,457.0,12,7896658046971.0,Zastat 3mg/mL 60ml Aché,"29,99","29,99",-,"29,99",-
SãoJoão,Disponível,457.0,14,7899547513202.0,Tadalafila 20mg Genérico Prati 2 Comprimidos Revestidos,"22,87","9,99",-56.3%,"9,99",-56.3%
SãoJoão,Disponível,457.0,16,8902220116214.0,Neblock 5mg 60 Comprimidos,"107,91","89,69",-16.9%,"89,69",-16.9%
SãoJoão,Disponível,457.0,14,7896181901631.0,"Cordarex 2,5mg 30 Comprimidos Aché","38,78","33,79",-12.9%,"33,79",-12.9%
SãoJoão,Disponível,456.0,15,7896226109831.0,Aplause 20mg 60 Comprimidos Marjan,"273,41","205,38",-24.9%,"205,38",-24.9%
SãoJoão,Disponível,456.0,14,7896523207803.0,Diclofenaco Dietilamônio Genérico Cimed Gel 60g,"20,70","10,59",-48.8%,"10,59",-48.8%
SãoJoão,Disponível,455.0,13,7896685303825.0,Florax Hydra45 500ml Natural Hebron,"26,75","19,90",-25.6%,"19,90",-25.6%
SãoJoão,Disponível,455.0,13,4987188568682.0,ByeBye-Fever Adulto 2 Unidades,"15,99","11,19",-30.0%,"11,19",-30.0%
SãoJoão,Disponível,455.0,15,7896094926622.0,Vabam 15mg 30 Comprimidos Mantecorp,"188,43","188,43",-,"188,43",-
SãoJoão,Disponível,455.0,14,7896523209142.0,Sulfato De Neomicina 5mg + Bacitracina 250UI Genérico Medley Pomada Dermatológica 50g,"13,32","12,39",-7.0%,"12,39",-7.0%
SãoJoão,Disponível,455.0,14,7896094932654.0,Neosaldina Muscular 30 Comprimidos Hypera Pharma,"15,71","15,71",-,"15,71",-
SãoJoão,Disponível,455.0,15,7896004705682.0,Torsilax 125mg/50mg/300mg/30mg 30 Comprimidos,"21,90","21,90",-,"21,90",-
SãoJoão,Disponível,455.0,14,7894916515719.0,Fixare Flex Suplemento Alimentar com 60 Comprimidos Revestidos,"209,00","209,00",-,"209,00",-
SãoJoão,Disponível,454.0,14,7896004712581.0,Cefalexina 1g 8 Comprimidos Revestidos Genérico EMS,"103,57","75,90",-26.7%,"75,90",-26.7%
SãoJoão,Disponível,453.0,14,7897698711003.0,Calmador 500mg + 30mg 4 Comprimidos Avulso,"8,37","4,80",-42.7%,"4,80",-42.7%
SãoJoão,Disponível,453.0,14,7898004840646.0,Paracetamol 500mg 10 Comprimidos Genérico Prati AV*,"8,68","6,99",-19.5%,"6,99",-19.5%
SãoJoão,Disponível,453.0,14,7891317488710.0,"Xarope LEG 0,5mg/ml 60ml","56,37","50,69",-10.1%,"50,69",-10.1%
SãoJoão,Disponível,453.0,14,7896083400935.0,Sinustrat Forte Spray Nasal 10ml,"64,40","51,52",-20.0%,"51,52",-20.0%
SãoJoão,Disponível,453.0,13,7896004789491.0,Miogesic Lis 125+5mg com 30 Comprimidos EMS,"61,48","53,59",-12.8%,"53,59",-12.8%
SãoJoão,Disponível,452.0,16,7896016807206.0,Naldecon Multi 16 comprimidos,"19,74","19,74",-,"19,74",-
SãoJoão,Disponível,452.0,14,7898040329761.0,Calcitran B12 Solução Oral 150ml,"48,81","48,81",-,"48,81",-
SãoJoão,Disponível,451.0,14,7896112155003.0,Dexametasona 4mg Genérico Teuto 10 Comprimidos,"16,70","13,90",-16.8%,"13,90",-16.8%
SãoJoão,Disponível,451.0,15,7896004708072.0,Itraconazol 100mg 15 Cápsulas Genérico EMS,"184,35","48,49",-73.7%,"48,49",-73.7%
SãoJoão,Disponível,450.0,15,7896046390020.0,Renu Fresh 60ml Bausch,"43,99","43,99",-,"43,99",-
SãoJoão,Disponível,450.0,14,7896112478256.0,Pressat 10mg 30 Comprimidos Biolab,"159,35","159,35",-,"159,35",-
SãoJoão,Disponível,450.0,15,7894916550031.0,Isordil Sublingual 5mg 30 Comprimidos Sigma Pharma,"14,41","14,41",-,"14,41",-
SãoJoão,Indisponível,450.0,13,0.0,Polaramine 20ml Anti-histamínico Hypera Pharma,0,0,0,0,0
SãoJoão,Disponível,449.0,13,7898968453104.0,Altiva 120mg 10 Comprimidos,"13,17","12,29",-6.7%,"12,29",-6.7%
SãoJoão,Disponível,449.0,13,7898079009214.0,Lyndavel Uno 25mg + 5mg Solução Injetável DKT,"44,92","36,00",-19.9%,"36,00",-19.9%
SãoJoão,Disponível,448.0,14,7896004710525.0,Bezafibrato Genérico EMS 200mg 20 Comprimidos,"42,19","36,39",-13.7%,"36,39",-13.7%
SãoJoão,Disponível,448.0,14,7896658025136.0,Provance 10 Comprimidos Ache,"61,12","61,12",-,"61,12",-
SãoJoão,Disponível,448.0,14,7898747480086.0,Floral Kids Therapi 30ml Espertim,"34,90","34,90",-,"34,90",-
SãoJoão,Disponível,447.0,13,7897076907615.0,Axetil Cefuroxima Genérico Ranbaxy 500mg 10 Comprimidos,"148,28","96,90",-34.7%,"96,90",-34.7%
SãoJoão,Disponível,447.0,14,7894916508513.0,Concárdio 5mg 30 Comprimidos Revestidos,"80,15","80,15",-,"80,15",-
SãoJoão,Disponível,447.0,16,7891317034047.0,Prednisolona 20ml Genérico Eurofarma,"29,86","27,99",-6.3%,"27,99",-6.3%
SãoJoão,Disponível,447.0,14,7896261000117.0,Tegretol Creme 400Mg 20 Comprimidos Novartis (C1),"36,73","36,73",-,"36,73",-
SãoJoão,Disponível,446.0,13,7897595635839.0,Neotiapim 25mg 30 Comprimidos Revestidos Sandoz (C1),"66,21","66,21",-,"66,21",-
SãoJoão,Disponível,446.0,14,7898906376403.0,Trifamox Bd 875Mg/125Mg 14 Comprimidos Revestidos Bago,"163,46","137,09",-16.1%,"137,09",-16.1%
SãoJoão,Disponível,446.0,15,7896112170310.0,Furosemida 40mg 20 Comprimidos Genérico Teuto,"12,11","12,11",-,"12,11",-
SãoJoão,Disponível,446.0,15,7899640810321.0,Assert 25mg 30 Comprimidos Revestidos Momenta (C1),"72,79","61,29",-15.8%,"61,29",-15.8%
SãoJoão,Disponível,446.0,13,7896094207769.0,Stanglit 30mg 30 Comprimidos,"125,18","101,39",-19.0%,"101,39",-19.0%
SãoJoão,Disponível,445.0,14,8902220106185.0,Oleptal 300mg 30 Comprimidos Torrent (C1),"82,55","82,55",-,"82,55",-
SãoJoão,Disponível,445.0,15,7899551307743.0,Paracetamol + Codeína 36 Comprimidos Genérico Biolab (A2),"80,84","66,59",-17.6%,"66,59",-17.6%
SãoJoão,Disponível,445.0,15,7898430191978.0,"Peg-Lax Pó para Solução Oral 14 Sachês de 8,5g","43,49","43,49",-,"43,49",-
SãoJoão,Disponível,445.0,13,7898244721118.0,"Maresis Protect 0,9% Solução Frasco 100ml FQM","59,59","52,19",-12.4%,"52,19",-12.4%
SãoJoão,Disponível,445.0,15,7896658001666.0,Tandrilax Aché 30mg + 125mg + 50mg + 300mg 30 Comprimidos,"36,70","33,89",-7.7%,"33,89",-7.7%
SãoJoão,Disponível,445.0,13,7898687730470.0,Nitazoxanida 20mg Genérico Althaia 45ml,"19,75","19,75",-,"19,75",-
SãoJoão,Disponível,445.0,15,7891317041816.0,Saliprevi 100mg 30 Comprimidos Eurofarma,"23,37","21,39",-8.5%,"21,39",-8.5%
SãoJoão,Disponível,444.0,14,7896658046872.0,Comfect 5 mg 30 Comprimidos Revestidos Aché (C1),"65,06","65,06",-,"65,06",-
SãoJoão,Disponível,444.0,13,7891317015954.0,Tavok 750mg 5 Comprimidos Revestidos,"88,85","77,09",-13.2%,"77,09",-13.2%
SãoJoão,Disponível,444.0,14,7897337716260.0,"Livial 2,5mg 84 Comprimidos","320,12","217,68",-32.0%,"217,68",-32.0%
SãoJoão,Disponível,444.0,14,7896004787534.0,Linadib 5mg 60 Comprimidos Revestidos Sigma Pharma,"252,09","203,49",-19.3%,"203,49",-19.3%
SãoJoão,Disponível,443.0,13,7896206402969.0,Nexium 40Mg 28 Comprimidos Revestidos Astrazeneca,"197,45","197,45",-,"197,45",-
SãoJoão,Disponível,443.0,15,7899095245631.0,Amiodarona 200mg 30 Comprimidos Genérico Geolab,"47,59","32,99",-30.7%,"32,99",-30.7%
SãoJoão,Disponível,442.0,12,7896094201538.0,Procimax 20mg 28 Comprimidos Revestidos,"100,95","81,29",-19.5%,"81,29",-19.5%
SãoJoão,Disponível,442.0,15,7896181920397.0,Crestor 5mg 60 Comprimidos Revestidos,"55,81","55,81",-,"55,81",-
SãoJoão,Disponível,442.0,13,7896658000393.0,Famox 40mg 10 Comprimidos,"56,36","49,09",-12.9%,"49,09",-12.9%
SãoJoão,Disponível,442.0,14,7898569764753.0,Desvenlafaxina Genérico Althaia 100mg 30 Comprimidos Revestidos (C1),"122,22","88,09",-27.9%,"88,09",-27.9%
SãoJoão,Disponível,442.0,13,7896261021600.0,Pasurta 70mg/ml Inj 1Ser Preenchido 1ml Novartis,"3078,60","3078,60",-,"3078,60",-
SãoJoão,Disponível,442.0,16,7896004715032.0,Dorilen 500mg/10mg/5mg 12 Comprimidos,"21,90","20,59",-6.0%,"20,59",-6.0%
SãoJoão,Disponível,441.0,14,7898040329648.0,Repoflor 100mg 12 Cápsulas,"56,58","48,09",-15.0%,"48,09",-15.0%
SãoJoão,Disponível,441.0,14,7896261015593.0,Exforge HCT 160+25+5mg 28 Comprimidos,"199,62","199,62",-,"199,62",-
SãoJoão,Indisponível,441.0,15,0.0,Pomada Fibrinase Supera 10G,0,0,0,0,0
SãoJoão,Disponível,441.0,16,7897004711062.0,Aripiprazol 10Mg 30 Comprimidos Genérico Neo Quimica (C1),"296,67","129,90",-56.2%,"129,90",-56.2%
SãoJoão,Disponível,440.0,13,7896637022729.0,Azulfin 500mg 60 Comprimidos Revestidos Apsen,"138,16","110,53",-20.0%,"110,53",-20.0%
SãoJoão,Disponível,440.0,14,7898687733990.0,Etodolaco 500mg 14 Comprimidos Revestidos Genérico Althaia,"34,96","32,19",-7.9%,"32,19",-7.9%
SãoJoão,Disponível,440.0,13,7896261018303.0,Cataflam Sport Ice 60g GSK,"52,99","52,99",-,"52,99",-
SãoJoão,Disponível,440.0,15,7898031310211.0,Leite de Magnésia 120ml Uniphar,"9,90","9,90",-,"9,90",-
SãoJoão,Disponível,439.0,13,7896676436129.0,Fiquezen 260mg 20 comprimidos Revestidos Medquimica,"14,13","12,89",-8.8%,"12,89",-8.8%
SãoJoão,Disponível,439.0,13,7891317125431.0,Trimebutina 200mg Genérico Eurofarma 30 Cápsulas,"163,52","132,29",-19.1%,"132,29",-19.1%
SãoJoão,Disponível,439.0,14,7896658040306.0,Nautex ODG 4mg 10 Envelopes Laranja Aché,"40,52","36,49",-9.9%,"36,49",-9.9%
SãoJoão,Disponível,439.0,12,7898582380572.0,Adorlan 50mg 20 Comprimidos Grünenthal (A2),"254,09","206,49",-18.7%,"206,49",-18.7%
