Farmácia,Status,Total Unidades Vendidas,Frequencia_Vendas,EAN_ou_SKU,Nome_do_Produto,Preco_Tabela,Preco_Cartao_Valor,Desconto_Cartao,Preco_Pix_Valor,Desconto_Pix
São João,Disponível,488.0,15,7896637025362.0,Pomada Dermatológica Psorex 30g GSK,"148,92","124,69",-16.3%,"124,69",-16.3%
São João,Disponível,487.0,14,7899547528459.0,Levofloxacino 500mg 10 Comprimidos Revestidos Genérico Prati-Donaduzzi,"97,19","46,09",-52.6%,"46,09",-52.6%
São João,Esgotado,485.0,15,0.0,Bismu-Jet Gotas Legrand 20ml,0,0,0,0,0
São João,Disponível,485.0,15,7898158691187.0,Doriless 500mg/5mg/10mg 12 Comprimidos,"18,54","17,09",-7.8%,"17,09",-7.8%
São João,Esgotado,483.0,13,0.0,Tratamento da candidíase Gino-Canesten® Comprimido Vaginal - 1 dia,0,0,0,0,0
São João,Disponível,483.0,15,7896637023115.0,Meclin 25mg 15 Comprimidos,"29,28","26,89",-8.2%,"26,89",-8.2%
São João,Disponível,482.0,15,7896094927797.0,Naturetti 16 Comprimidos Hypera Pharma,"28,64","28,64",-0.0%,"28,64",-0.0%
São João,Disponível,482.0,16,7896422501651.0,Trimetazidina 35mg 30 Comprimidos Revisado Genérico Medley,"99,22","32,90",-66.8%,"32,90",-66.8%
São João,Esgotado,482.0,15,0.0,Ventus Spray 120 Doses Eurofarma,0,0,0,0,0
São João,Disponível,481.0,15,7896112121145.0,Tramadol 50mg 10 Cápsulas Genérico Teuto (A2),"37,51","19,90",-46.9%,"19,90",-46.9%
São João,Disponível,481.0,15,7891317425869.0,"Xarelto 2,5mg 30 Comprimidos Revestidos Bayer","14,53","14,53",-0.0%,"14,53",-0.0%
São João,Esgotado,481.0,13,0.0,Eno Abacaxi Pó Efervescente 100g,0,0,0,0,0
São João,Disponível,481.0,14,7896641806414.0,Siilif 100Mg 60 Comprimidos Revestidos Takeda,"195,13","156,10",-20.0%,"156,10",-20.0%
São João,Disponível,481.0,16,7896112486787.0,Aradois HCT 100+25mg 60 Comprimidos Revestidos Biolab,"56,60","5,80",-89.8%,"5,80",-89.8%
São João,Disponível,481.0,16,7896658008849.0,Ebix 20mg 30 Comprimidos Lundbeck (C1),"33,99","30,09",-11.5%,"30,09",-11.5%
São João,Disponível,480.0,15,7896004716176.0,"Enalapril + Hidroclorotiazida Genérico EMS 20mg + 12,5mg 30 Comprimidos","9,94","1,25",-87.4%,"1,25",-87.4%
São João,Disponível,479.0,14,7896317907834.0,Xarope Abrilar 100ml FQM,"43,40","26,35",-39.3%,"26,35",-39.3%
São João,Disponível,477.0,27,7896083400935.0,Rinosoro SIC Spray Nasal 50ml,"64,40","51,52",-20.0%,"51,52",-20.0%
São João,Esgotado,476.0,17,0.0,Foraseq 12mcg+200mcg 120 Cápsulas com Inalador Sandoz,0,0,0,0,0
São João,Esgotado,476.0,14,0.0,Algilive 160mg 10 Cápsulas Biosintética,0,0,0,0,0
São João,Disponível,475.0,16,7896637022835.0,"Atrace 37,5 + 325mg 30 Comprimidos Revestidos Momenta (A2)","62,81","33,90",-46.0%,"33,90",-46.0%
São João,Disponível,473.0,15,7896637023665.0,Iban 150mg 1 Comprimido Revestido Eurofarma,"22,44","22,44",-0.0%,"22,44",-0.0%
São João,Disponível,472.0,16,7891106914369.0,"Nordette 0,15mg/0,03mg 21 Drágeas","29,86","25,89",-13.3%,"25,89",-13.3%
São João,Esgotado,472.0,14,0.0,Quenzor 50 mg 30 Cápsulas de Liberação Prolongada Libbs,0,0,0,0,0
São João,Esgotado,472.0,14,0.0,Floral Therapi Preocupa Não 30ml,0,0,0,0,0
São João,Disponível,472.0,15,7896094928046.0,Aas Protect 100Mg 30 Comprimidos Revestidos Medley,"22,99","20,99",-8.7%,"20,99",-8.7%
São João,Disponível,471.0,15,7891045031493.0,Firialta 10mg Caixa 28 Comprimidos Revestidos,"195,02","117,01",-40.0%,"117,01",-40.0%
São João,Esgotado,470.0,14,0.0,Luftal Infantil 30ml Reckitt,0,0,0,0,0
São João,Disponível,469.0,16,7896523201542.0,Metoprolol 100mg 30 Comprimidos Revestidos Genérico Accord,"85,49","49,90",-41.6%,"49,90",-41.6%
São João,Esgotado,468.0,13,0.0,Deltametrina SH Deltapil Belfar 100ml,0,0,0,0,0
São João,Disponível,468.0,14,7896004784076.0,Ciclobenzaprina 10mg 10 Comprimidos Genérico EMS,"46,58","29,15",-37.4%,"29,15",-37.4%
São João,Disponível,468.0,14,7896422522632.0,Eficientus 10mg 30 Comprimidos Revestidos Medley (C1),"153,38","59,90",-60.9%,"59,90",-60.9%
São João,Disponível,467.0,15,7896658030284.0,Montelair 4mg 60 Comprimidos Mast Aché,"124,93","103,59",-17.1%,"103,59",-17.1%
São João,Disponível,467.0,16,7898430193477.0,"Nasoar Granulado para Solução Nasal 30 Envelopes de 2,160g + Frasco Aplicador 240ml","54,99","38,49",-30.0%,"38,49",-30.0%
São João,Disponível,467.0,15,7896004703343.0,Zoltec Wyeth 150mg 2 Cápsulas,"25,04","15,59",-37.7%,"15,59",-37.7%
São João,Esgotado,467.0,15,0.0,Hidroquinona 40mg/g 30g Gel Genérico Germed,0,0,0,0,0
São João,Esgotado,466.0,16,0.0,Xarope Benatux 120ml Cifarma,0,0,0,0,0
São João,Esgotado,466.0,15,0.0,Riopan Plus Gel 240ml,0,0,0,0,0
São João,Disponível,466.0,15,7894916502641.0,"Micropil Sigma Pharma 0,075mg + 0,030mg 21 Comprimidos Revestidos","45,40","40,09",-11.7%,"40,09",-11.7%
São João,Esgotado,466.0,17,0.0,Systen 25mcg/dia 8 Adesivos Theramex,0,0,0,0,0
São João,Disponível,466.0,14,7896112486787.0,Bravan 320mg 30 Comprimidos Revestidos Aché,"56,60","5,80",-89.8%,"5,80",-89.8%
São João,Esgotado,465.0,15,0.0,Engov After Pink Lemonade 250ml Hypera Pharma,0,0,0,0,0
São João,Esgotado,465.0,17,0.0,FLEDOID 300 40G GEL DIVCOM,0,0,0,0,0
São João,Esgotado,465.0,14,0.0,Betnovate Pomada GSK 30g,0,0,0,0,0
São João,Disponível,464.0,13,7896641813597.0,Juneve 30mg 28 Cápsulas Takeda (A3),"449,99","359,99",-20.0%,"359,99",-20.0%
São João,Disponível,464.0,15,7896094208858.0,Plenance 5mg 90 Comprimidos Revestidos Libbs,"137,00","111,29",-18.8%,"111,29",-18.8%
São João,Disponível,464.0,13,7896004780511.0,Rivaroxabana 20mg 30 Comprimidos Revestidos Genérico EMS,"256,86","49,90",-80.6%,"49,90",-80.6%
São João,Disponível,464.0,13,7897411650787.0,Benicar Anlo 40+10mg 30 Comprimidos Revestidos Sankyo,"83,42","66,74",-20.0%,"66,74",-20.0%
São João,Disponível,463.0,15,7896094207851.0,Climatrix 100Mg 30 Comprimidos Revestidos Myralis,"58,81","49,89",-15.2%,"49,89",-15.2%
São João,Disponível,463.0,15,7891721016165.0,Clinfár 20mg 30 Comprimidos Revestidos Merck,"115,99","115,99",-0.0%,"115,99",-0.0%
São João,Disponível,463.0,14,7896004728612.0,Venlaxin XR 150mg 60 Cápsulas Eurofarma (C1),"205,72","74,90",-63.6%,"74,90",-63.6%
São João,Esgotado,463.0,13,0.0,Trifamox BD 200/50mg 30ml Bago,0,0,0,0,0
São João,Disponível,463.0,15,7896112486787.0,Agud 500mg + 30mg 24 Comprimidos Biolab (A2),"56,60","5,80",-89.8%,"5,80",-89.8%
São João,Esgotado,463.0,13,0.0,Alenthus XR 150mg 30 Cápsulas,0,0,0,0,0
São João,Disponível,462.0,13,7898040321512.0,"Atensina 0,150mg 30 Comprimidos","79,37","68,19",-14.1%,"68,19",-14.1%
São João,Esgotado,462.0,16,0.0,Lisvenx 30mg 30 Cápsulas Torrent (A3),0,0,0,0,0
São João,Disponível,461.0,15,7896637023979.0,Toarip 15mg 30 Comprimidos Torrent (C1),"132,71","132,71",-0.0%,"132,71",-0.0%
São João,Disponível,461.0,14,7898687736472.0,Prednisolona 40mg 10 Comprimidos Revestidos Genérico Althaia,"144,84","107,09",-26.1%,"107,09",-26.1%
São João,Disponível,461.0,14,7795320008821.0,Fenergan Creme Dermatológico 30g,"50,17","44,69",-10.9%,"44,69",-10.9%
São João,Esgotado,460.0,12,0.0,"Extrato Cannabis Sativa 79,14mg 30ml Mantecorp (B1)",0,0,0,0,0
São João,Disponível,460.0,15,7896637023658.0,Razapina 45mg 30 Comprimidos Revestidos Moksha8 (C1),"20,15","20,15",-0.0%,"20,15",-0.0%
São João,Disponível,460.0,16,7896112134213.0,"Colchicina 0,5mg Genérico Geolab 30 Comprimidos","32,10","13,39",-58.3%,"13,39",-58.3%
São João,Esgotado,459.0,15,0.0,Clenil HFA 250mcg Jet 200 Doses Chiesi,0,0,0,0,0
São João,Esgotado,458.0,17,0.0,Floripa 8ml,0,0,0,0,0
São João,Disponível,458.0,14,7896523227511.0,"Carvedilol 6,25mg 30 Comprimidos Genérico Cimed","31,24","9,99",-68.0%,"9,99",-68.0%
São João,Esgotado,458.0,14,0.0,Vick Babyrub 50g,0,0,0,0,0
São João,Disponível,458.0,16,7896523201764.0,Sertralina 100mg 30 Comprimidos Revestidos Genérico Cimed,"193,45","25,49",-86.8%,"25,49",-86.8%
São João,Disponível,457.0,14,7896181901747.0,"Cordarex 2,5mg 30 Comprimidos Aché","38,22","32,89",-13.9%,"32,89",-13.9%
São João,Disponível,457.0,16,7896637031516.0,Neblock 5mg 60 Comprimidos,"131,36","131,36",-0.0%,"131,36",-0.0%
São João,Esgotado,457.0,12,0.0,Zastat 3mg/mL 60ml Aché,0,0,0,0,0
São João,Disponível,457.0,14,7899547513202.0,Tadalafila 20mg Genérico Prati 2 Comprimidos Revestidos,"22,87","9,99",-56.3%,"9,99",-56.3%
São João,Disponível,456.0,14,7896523207803.0,Diclofenaco Dietilamônio Genérico Cimed Gel 60g,"20,70","10,59",-48.8%,"10,59",-48.8%
São João,Disponível,456.0,15,7896637024723.0,Aplause 20mg 60 Comprimidos Marjan,"65,65","65,65",-0.0%,"65,65",-0.0%
São João,Disponível,455.0,14,7896004715902.0,Sulfato De Neomicina 5mg + Bacitracina 250UI Genérico Medley Pomada Dermatológica 50g,"15,06","10,49",-30.3%,"10,49",-30.3%
São João,Esgotado,455.0,14,0.0,Neosaldina Muscular 30 Comprimidos Hypera Pharma,0,0,0,0,0
São João,Esgotado,455.0,14,0.0,Fixare Flex Suplemento Alimentar com 60 Comprimidos Revestidos,0,0,0,0,0
São João,Esgotado,455.0,13,0.0,Florax Hydra45 500ml Natural Hebron,0,0,0,0,0
São João,Esgotado,455.0,13,0.0,ByeBye-Fever Adulto 2 Unidades,0,0,0,0,0
São João,Disponível,455.0,15,7896714274645.0,Vabam 15mg 30 Comprimidos Mantecorp,"27,78","25,29",-9.0%,"25,29",-9.0%
São João,Disponível,455.0,15,7896004715032.0,Torsilax 125mg/50mg/300mg/30mg 30 Comprimidos,"21,90","20,59",-6.0%,"20,59",-6.0%
São João,Disponível,454.0,14,7896004722122.0,Cefalexina 1g 8 Comprimidos Revestidos Genérico EMS,"49,78","29,90",-39.9%,"29,90",-39.9%
São João,Esgotado,453.0,14,0.0,"Xarope LEG 0,5mg/ml 60ml",0,0,0,0,0
São João,Disponível,453.0,14,7896083400935.0,Sinustrat Forte Spray Nasal 10ml,"64,40","51,52",-20.0%,"51,52",-20.0%
São João,Disponível,453.0,13,7896004731308.0,Miogesic Lis 125+5mg com 30 Comprimidos EMS,"70,08","22,99",-67.2%,"22,99",-67.2%
São João,Esgotado,453.0,14,0.0,Calmador 500mg + 30mg 4 Comprimidos Avulso,0,0,0,0,0
São João,Disponível,453.0,14,7899547543858.0,Paracetamol 500mg 10 Comprimidos Genérico Prati AV*,"18,59","10,49",-43.6%,"10,49",-43.6%
São João,Disponível,452.0,16,7896016806247.0,Naldecon Multi 16 comprimidos,"14,80","14,80",-0.0%,"14,80",-0.0%
São João,Esgotado,452.0,14,0.0,Calcitran B12 Solução Oral 150ml,0,0,0,0,0
São João,Disponível,451.0,15,7896004708072.0,Itraconazol 100mg 15 Cápsulas Genérico EMS,"184,35","48,49",-73.7%,"48,49",-73.7%
São João,Disponível,451.0,14,7896112155003.0,Dexametasona 4mg Genérico Teuto 10 Comprimidos,"16,70","13,90",-16.8%,"13,90",-16.8%
São João,Esgotado,450.0,15,0.0,Renu Fresh 60ml Bausch,0,0,0,0,0
São João,Esgotado,450.0,13,0.0,Polaramine 20ml Anti-histamínico Hypera Pharma,0,0,0,0,0
São João,Disponível,450.0,15,7894916501408.0,Isordil Sublingual 5mg 30 Comprimidos Sigma Pharma,"77,73","64,19",-17.4%,"64,19",-17.4%
São João,Disponível,450.0,14,7891106904582.0,Pressat 10mg 30 Comprimidos Biolab,"73,39","60,99",-16.9%,"60,99",-16.9%
São João,Esgotado,449.0,13,0.0,Lyndavel Uno 25mg + 5mg Solução Injetável DKT,0,0,0,0,0
São João,Disponível,449.0,13,7896658000379.0,Altiva 120mg 10 Comprimidos,"34,57","30,49",-11.8%,"30,49",-11.8%
São João,Disponível,448.0,14,7896658030192.0,Provance 10 Comprimidos Ache,"40,27","35,79",-11.1%,"35,79",-11.1%
São João,Esgotado,448.0,14,0.0,Floral Kids Therapi 30ml Espertim,0,0,0,0,0
São João,Disponível,448.0,14,7896004784076.0,Bezafibrato Genérico EMS 200mg 20 Comprimidos,"46,58","29,15",-37.4%,"29,15",-37.4%
São João,Disponível,447.0,13,7897076918857.0,Axetil Cefuroxima Genérico Ranbaxy 500mg 10 Comprimidos,"207,59","111,68",-46.2%,"111,68",-46.2%
São João,Disponível,447.0,14,7894916508513.0,Concárdio 5mg 30 Comprimidos Revestidos,"80,15","80,15",-0.0%,"80,15",-0.0%
São João,Esgotado,447.0,14,0.0,Tegretol Creme 400Mg 20 Comprimidos Novartis (C1),0,0,0,0,0
São João,Disponível,447.0,16,7891317004330.0,Prednisolona 20ml Genérico Eurofarma,"45,34","29,90",-34.1%,"29,90",-34.1%
São João,Disponível,446.0,15,7896714234564.0,Furosemida 40mg 20 Comprimidos Genérico Teuto,"23,89","9,99",-58.2%,"9,99",-58.2%
São João,Disponível,446.0,13,7897595616968.0,Neotiapim 25mg 30 Comprimidos Revestidos Sandoz (C1),"100,58","56,73",-43.6%,"56,73",-43.6%
São João,Disponível,446.0,15,7896004727776.0,Assert 25mg 30 Comprimidos Revestidos Momenta (C1),"23,60","8,99",-61.9%,"8,99",-61.9%
São João,Disponível,446.0,14,7891317435431.0,Trifamox Bd 875Mg/125Mg 14 Comprimidos Revestidos Bago,"59,69","53,79",-9.9%,"53,79",-9.9%
São João,Disponível,446.0,13,7896094207776.0,Stanglit 30mg 30 Comprimidos,"242,56","194,05",-20.0%,"194,05",-20.0%
São João,Disponível,445.0,14,7896658015106.0,Oleptal 300mg 30 Comprimidos Torrent (C1),"126,62","102,53",-19.0%,"102,53",-19.0%
São João,Disponível,445.0,13,7898569764517.0,Nitazoxanida 20mg Genérico Althaia 45ml,"61,60","26,39",-57.2%,"26,39",-57.2%
São João,Esgotado,445.0,15,0.0,Tandrilax Aché 30mg + 125mg + 50mg + 300mg 30 Comprimidos,0,0,0,0,0
São João,Esgotado,445.0,15,0.0,"Peg-Lax Pó para Solução Oral 14 Sachês de 8,5g",0,0,0,0,0
São João,Esgotado,445.0,13,0.0,"Maresis Protect 0,9% Solução Frasco 100ml FQM",0,0,0,0,0
São João,Disponível,445.0,15,7891317455040.0,Saliprevi 100mg 30 Comprimidos Eurofarma,"31,03","27,59",-11.1%,"27,59",-11.1%
São João,Disponível,445.0,15,7896004703596.0,Paracetamol + Codeína 36 Comprimidos Genérico Biolab (A2),"23,22","13,49",-41.9%,"13,49",-41.9%
São João,Disponível,444.0,13,7891317425869.0,Tavok 750mg 5 Comprimidos Revestidos,"14,53","14,53",-0.0%,"14,53",-0.0%
São João,Disponível,444.0,14,7894916502641.0,Linadib 5mg 60 Comprimidos Revestidos Sigma Pharma,"45,40","40,09",-11.7%,"40,09",-11.7%
São João,Disponível,444.0,14,7896658027703.0,"Livial 2,5mg 84 Comprimidos","65,89","55,99",-15.0%,"55,99",-15.0%
São João,Disponível,444.0,14,7896637022835.0,Comfect 5 mg 30 Comprimidos Revestidos Aché (C1),"62,81","33,90",-46.0%,"33,90",-46.0%
São João,Disponível,443.0,13,7896016807251.0,Nexium 40Mg 28 Comprimidos Revestidos Astrazeneca,"177,06","141,65",-20.0%,"141,65",-20.0%
São João,Disponível,443.0,15,7891058001667.0,Amiodarona 200mg 30 Comprimidos Genérico Geolab,"21,12","18,99",-10.1%,"18,99",-10.1%
São João,Disponível,442.0,15,7896637022767.0,Crestor 5mg 60 Comprimidos Revestidos,"61,13","52,09",-14.8%,"52,09",-14.8%
São João,Disponível,442.0,16,7896004715032.0,Dorilen 500mg/10mg/5mg 12 Comprimidos,"21,90","20,59",-6.0%,"20,59",-6.0%
São João,Disponível,442.0,14,7898569762674.0,Desvenlafaxina Genérico Althaia 100mg 30 Comprimidos Revestidos (C1),"93,02","44,90",-51.7%,"44,90",-51.7%
São João,Disponível,442.0,13,7896658000393.0,Famox 40mg 10 Comprimidos,"56,36","49,09",-12.9%,"49,09",-12.9%
São João,Esgotado,442.0,13,0.0,Pasurta 70mg/ml Inj 1Ser Preenchido 1ml Novartis,0,0,0,0,0
São João,Disponível,442.0,12,7891317177652.0,Procimax 20mg 28 Comprimidos Revestidos,"93,49","77,49",-17.1%,"77,49",-17.1%
São João,Disponível,441.0,16,7897004711062.0,Aripiprazol 10Mg 30 Comprimidos Genérico Neo Quimica (C1),"296,67","129,90",-56.2%,"129,90",-56.2%
São João,Disponível,441.0,14,7896637023115.0,Exforge HCT 160+25+5mg 28 Comprimidos,"29,28","26,89",-8.2%,"26,89",-8.2%
São João,Esgotado,441.0,14,0.0,Repoflor 100mg 12 Cápsulas,0,0,0,0,0
São João,Esgotado,441.0,15,0.0,Pomada Fibrinase Supera 10G,0,0,0,0,0
São João,Disponível,440.0,14,7898569762681.0,Etodolaco 500mg 14 Comprimidos Revestidos Genérico Althaia,"167,48","79,90",-52.3%,"79,90",-52.3%
São João,Disponível,440.0,13,7894916513197.0,Azulfin 500mg 60 Comprimidos Revestidos Apsen,"205,09","165,49",-19.3%,"165,49",-19.3%
São João,Esgotado,440.0,15,0.0,Leite de Magnésia 120ml Uniphar,0,0,0,0,0
São João,Esgotado,440.0,13,0.0,Cataflam Sport Ice 60g GSK,0,0,0,0,0
São João,Disponível,439.0,13,7897595602572.0,Atenolol 25mg 30 Comprimidos Genérico Neo Química,"22,27","2,49",-88.8%,"2,49",-88.8%
São João,Disponível,439.0,15,7898908753141.0,Vertigoheel 50 Comprimidos Sublinguais,"94,99","75,99",-20.0%,"75,99",-20.0%
São João,Disponível,439.0,12,7898473020877.0,Adorlan 50mg 20 Comprimidos Grünenthal (A2),"103,64","79,31",-23.5%,"79,31",-23.5%
São João,Esgotado,439.0,14,0.0,Nautex ODG 4mg 10 Envelopes Laranja Aché,0,0,0,0,0
São João,Disponível,439.0,13,7891317038861.0,Trimebutina 200mg Genérico Eurofarma 30 Cápsulas,"314,28","179,90",-42.8%,"179,90",-42.8%
São João,Disponível,439.0,13,7896637023665.0,Fiquezen 260mg 20 comprimidos Revestidos Medquimica,"22,44","22,44",-0.0%,"22,44",-0.0%
São João,Disponível,438.0,14,7896523201863.0,Dexclorfeniramina 2mg Genérico Cimed 20 Comprimidos,"16,11","7,90",-51.0%,"7,90",-51.0%
São João,Disponível,438.0,13,7896241293669.0,Novob 150mg 30 Comprimidos,"39,75","29,79",-25.1%,"29,79",-25.1%
São João,Esgotado,438.0,14,0.0,"Pulmicort 0,50mg 5 Frascos FQM",0,0,0,0,0
São João,Disponível,438.0,13,7894916515832.0,Sumax 25mg 4 Comprimidos Revestidos,"69,88","69,88",-0.0%,"69,88",-0.0%
São João,Disponível,438.0,14,7896004716176.0,Cloridrato De Amilorida e Hidroclorotiazida 5mg/50mg Genérico EMS 30 Comprimidos,"9,94","1,25",-87.4%,"1,25",-87.4%
São João,Disponível,438.0,14,7897322709789.0,Tamarine Geleia 150g Zero Açúcar Hypera Pharma,"98,79","86,89",-12.0%,"86,89",-12.0%
São João,Disponível,437.0,13,7896255713160.0,Lipidil 160mg 90 Comprimidos Revestidos Abbott,"66,77","53,42",-20.0%,"53,42",-20.0%
São João,Disponível,437.0,14,7896658002892.0,Flogo-Rosa 100Ml Aché,"41,05","37,19",-9.4%,"37,19",-9.4%
São João,Disponível,437.0,15,7896658030284.0,Aria 4mg 30 Comprimidos Mast Momenta,"124,93","103,59",-17.1%,"103,59",-17.1%
São João,Esgotado,437.0,15,0.0,Benzoilmetronidazol 4% 120ml Genérico EMS,0,0,0,0,0
São João,Disponível,437.0,13,7896004782546.0,Dorflex Dipirona Dores e Febre 1g 10 Comprimidos,"23,74","12,90",-45.7%,"12,90",-45.7%
São João,Disponível,436.0,14,7896112486787.0,Dacxi 15mg 28 Comprimidos Revestidos Biolab,"56,60","5,80",-89.8%,"5,80",-89.8%
São João,Disponível,436.0,14,7896637031943.0,Levoxin 500mg 7 Comprimidos Revestidos Apsen,"64,50","56,59",-12.3%,"56,59",-12.3%
São João,Esgotado,436.0,17,0.0,Versa 40mg Injetável 6 Seringas Preenchido Eurofarma,0,0,0,0,0
São João,Disponível,436.0,13,7897595602589.0,Atenolol 50mg 30 Comprimidos Genérico Prati,"27,40","6,99",-74.5%,"6,99",-74.5%
